n,delta_n,z
74467,0.8801977560,65545.6862990093
74468,0.9057755564,67451.2941308369
74469,0.9463688025,70475.1383499791
74470,0.9930948757,73955.7753946178
74471,1.0000000000,74471.0000000000
74472,1.0000000000,74472.0000000000
74473,1.0000000000,74473.0000000000
74474,1.0000000000,74474.0000000000
74475,1.0000000000,74475.0000000000
74476,0.9864282693,73465.2317833919
74477,0.9399628720,70005.6148152568
74478,0.9010340855,67107.2166216195
74479,0.8781605973,65404.5231240004
74480,0.8763478163,65270.3853549448
74481,0.8959926106,66734.4256336770
74482,0.9327964964,69476.5486417481
74483,0.9787062623,72896.9785322255
74484,1.0000000000,74484.0000000000
74485,1.0000000000,74485.0000000000
74486,1.0000000000,74486.0000000000
74487,1.0000000000,74487.0000000000
74488,1.0000000000,74488.0000000000
74489,1.0000000000,74489.0000000000
74490,0.9539217598,71057.6318906713
74491,0.9116509295,67909.7893919891
74492,0.8831151737,65785.0155201241
74493,0.8745587719,65148.5065921115
74494,0.8878541906,66139.8100721473
74495,0.9200923903,68542.2826182733
74496,0.9642193972,71830.4882137192
74497,1.0000000000,74497.0000000000
74498,1.0000000000,74498.0000000000
74499,1.0000000000,74499.0000000000
74500,1.0000000000,74500.0000000000
74501,1.0000000000,74501.0000000000
74502,1.0000000000,74502.0000000000
74503,0.9683198634,72142.7347849980
74504,0.9235953541,68811.5482655385
74505,0.8899953245,66309.1016523370
74506,0.8748720151,65183.2143560016
74507,0.8815347503,65680.5096370390
74508,0.9085258558,67692.4444609637
74509,0.9499396429,70779.0528501174
74510,0.9967146514,74265.2086744913
74511,1.0000000000,74511.0000000000
74512,1.0000000000,74512.0000000000
74513,1.0000000000,74513.0000000000
74514,1.0000000000,74514.0000000000
74515,1.0000000000,74515.0000000000
74516,0.9828547107,73238.4016260390
74517,0.9366180510,69793.9673053816
74518,0.8986594769,66966.3068975107
74519,0.8772847176,65374.3798734175
74520,0.8771708598,65366.7724739759
74521,0.8983430095,66945.4194139166
74522,0.9361688309,69765.1736133233
74523,0.9823721445,73209.3193236082
74524,1.0000000000,74524.0000000000
74525,1.0000000000,74525.0000000000
74526,1.0000000000,74526.0000000000
74527,1.0000000000,74527.0000000000
74528,1.0000000000,74528.0000000000
74529,0.9972201138,74321.8178623051
74530,0.9504462674,70836.7603126372
74531,0.9089280096,67743.3134844641
74532,0.8817497204,65718.5701589444
74533,0.8748581756,65205.8044018309
74534,0.8897614267,66317.4781777848
74535,0.9231988732,68810.6280122682
74536,0.9678547046,72140.0182608704
74537,1.0000000000,74537.0000000000
74538,1.0000000000,74538.0000000000
74539,1.0000000000,74539.0000000000
74540,1.0000000000,74540.0000000000
74541,1.0000000000,74541.0000000000
74542,1.0000000000,74542.0000000000
74543,0.9647894816,71918.3023269747
74544,0.9205869038,68624.2301560322
74545,0.8881763600,66209.1067553428
74546,0.8746492606,65201.6037810526
74547,0.8829654305,65822.4239455123
74548,0.9113055516,67936.0062579952
74549,0.9534692466,71080.1788683960
74550,1.0000000000,74550.0000000000
74551,1.0000000000,74551.0000000000
74552,1.0000000000,74552.0000000000
74553,1.0000000000,74553.0000000000
74554,1.0000000000,74554.0000000000
74555,1.0000000000,74555.0000000000
74556,0.9793454813,73016.0817011157
74557,0.9333921396,69590.9177494411
74558,0.8964322207,66836.1935096186
74559,0.8765523067,65354.8634343388
74560,0.8781020632,65471.2898306726
74561,0.9007426178,67160.2703250393
74562,0.9395207326,70052.5448630616
74563,0.9859525315,73515.5786066572
74564,1.0000000000,74564.0000000000
74565,1.0000000000,74565.0000000000
74566,1.0000000000,74566.0000000000
74567,1.0000000000,74567.0000000000
74568,1.0000000000,74568.0000000000
74569,0.9938067208,74107.1733597413
74570,0.9470747505,70623.3641458324
74571,0.9063457794,67587.1111159936
74572,0.8805307908,65662.9421280879
74573,0.8752778275,65272.0934286356
74574,0.8917363318,66500.3452072236
74575,0.9263057006,69079.2476235930
74576,0.9714230571,72444.8459079739
74577,1.0000000000,74577.0000000000
74578,1.0000000000,74578.0000000000
74579,1.0000000000,74579.0000000000
74580,1.0000000000,74580.0000000000
74581,1.0000000000,74581.0000000000
74582,1.0000000000,74582.0000000000
74583,0.9613464321,71700.1009458018
74584,0.9177098938,68446.4747216698
74585,0.8865040781,66119.9066643376
74586,0.8745562718,65229.6540874606
74587,0.8844805563,65970.7512542924
74588,0.9141059415,68181.3339676166
74589,0.9569513550,71378.0446169753
74590,1.0000000000,74590.0000000000
74591,1.0000000000,74591.0000000000
74592,1.0000000000,74592.0000000000
74593,1.0000000000,74593.0000000000
74594,1.0000000000,74594.0000000000
74595,1.0000000000,74595.0000000000
74596,0.9759055885,72798.6532806874
74597,0.9302860641,69396.5495225200
74598,0.8943489656,66716.6441388863
74599,0.8759564763,65345.4771724890
74600,0.8791325157,65583.2856678184
74601,0.9031824572,67378.3144858941
74602,0.9428451223,70338.1318164571
74603,0.9894437907,73815.4751184115
74604,1.0000000000,74604.0000000000
74605,1.0000000000,74605.0000000000
74606,1.0000000000,74606.0000000000
74607,1.0000000000,74607.0000000000
74608,1.0000000000,74608.0000000000
74609,0.9904436918,73896.0134005567
74610,0.9438093821,70417.6180020022
74611,0.9039021381,67441.0424237606
74612,0.8794524770,65617.7082149482
74613,0.8758093127,65346.7602480168
74614,0.8937698311,66687.7421779768
74615,0.9294051266,69347.5635237981
74616,0.9749197320,72744.6107202928
74617,1.0000000000,74617.0000000000
74618,1.0000000000,74618.0000000000
74619,1.0000000000,74619.0000000000
74620,1.0000000000,74620.0000000000
74621,1.0000000000,74621.0000000000
74622,1.0000000000,74622.0000000000
74623,0.9579940678,71488.3913217347
74624,0.9149634898,68278.2354644449
74625,0.8849736465,66041.1583665399
74626,0.8745852831,65266.8013381145
74627,0.8860711346,66124.8305614508
74628,0.9169187764,68427.8144481362
74629,0.9603802681,71672.2190304976
74630,1.0000000000,74630.0000000000
74631,1.0000000000,74631.0000000000
74632,1.0000000000,74632.0000000000
74633,1.0000000000,74633.0000000000
74634,1.0000000000,74634.0000000000
74635,1.0000000000,74635.0000000000
74636,0.9725394765,72586.4563705966
74637,0.9273002475,69210.9085723413
74638,0.8924060274,66607.4010706705
74639,0.8754902481,65345.7166284469
74640,0.8802534787,65702.1196512922
74641,0.9056539455,67598.9161427666
74642,0.9461354537,70621.4425327003
74643,0.9928428419,74108.7682485620
74644,1.0000000000,74644.0000000000
74645,1.0000000000,74645.0000000000
74646,1.0000000000,74646.0000000000
74647,1.0000000000,74647.0000000000
74648,1.0000000000,74648.0000000000
74649,0.9871364540,73688.7491566618
74650,0.9406518095,70219.6575774203
74651,0.9015945981,67304.9383394844
74652,0.8785087083,65582.4320900082
74653,0.8764443123,65429.1972471655
74654,0.8958531831,66879.0235343898
74655,0.9324899023,69615.0336561593
74656,0.9783405579,73038.9926932325
74657,1.0000000000,74657.0000000000
74658,1.0000000000,74658.0000000000
74659,1.0000000000,74659.0000000000
74660,1.0000000000,74660.0000000000
74661,1.0000000000,74661.0000000000
74662,1.0000000000,74662.0000000000
74663,0.9547352036,71283.3945064240
74664,0.9123464257,68119.4335253976
74665,0.8835800018,65972.5008311210
74666,0.8747285490,65312.4818381337
74667,0.8877284379,66284.0192756087
74668,0.9197362600,68674.8670642909
74669,0.9637508269,71962.3104935931
74670,1.0000000000,74670.0000000000
74671,1.0000000000,74671.0000000000
74672,1.0000000000,74672.0000000000
74673,1.0000000000,74673.0000000000
74674,1.0000000000,74674.0000000000
74675,1.0000000000,74675.0000000000
74676,0.9692510499,72379.7914036414
74677,0.9244346456,69034.0060277356
74678,0.8905994288,66508.1841443618
74679,0.8751465896,65355.0721619351
74680,0.8814564091,65827.1646293272
74681,0.9081489021,67821.4681603018
74682,0.9493856997,70902.0228219615
74683,0.9961471283,74395.2559792724
74684,1.0000000000,74684.0000000000
74685,1.0000000000,74685.0000000000
74686,1.0000000000,74686.0000000000
74687,1.0000000000,74687.0000000000
74688,1.0000000000,74688.0000000000
74689,0.9838899039,73485.7530288508
74690,0.9376031867,70029.5820163410
74691,0.8994203246,67178.6034657467
74692,0.8776932880,65556.6670649913
74693,0.8771746303,65518.8046602705
74694,0.8979779904,67073.5680154507
74695,0.9355532679,69881.1513480266
74696,0.9816818909,73327.7105194927
74697,1.0000000000,74697.0000000000
74698,1.0000000000,74698.0000000000
74699,1.0000000000,74699.0000000000
74700,1.0000000000,74700.0000000000
74701,1.0000000000,74701.0000000000
74702,0.9983388461,74577.9084820358
74703,0.9515721458,71085.2940049132
74704,0.9098570416,67969.9604372218
74705,0.8823178881,65913.5578276691
74706,0.8749783739,65366.1344012581
74707,0.8894440204,66447.6944348561
74708,0.9225510467,68921.9435937130
74709,0.9670583927,72247.9654580545
74710,1.0000000000,74710.0000000000
74711,1.0000000000,74711.0000000000
74712,1.0000000000,74712.0000000000
74713,1.0000000000,74713.0000000000
74714,1.0000000000,74714.0000000000
74715,1.0000000000,74715.0000000000
74716,0.9660436989,72178.9210080003
74717,0.9216887827,68865.8207790975
74718,0.8889249388,66418.6935786199
74719,0.8749184465,65373.0314012541
74720,0.8827329787,65957.8081705717
74721,0.9106595510,68045.3923125889
74722,0.9525903379,71179.4552285256
74723,0.9993545868,74674.7727862563
74724,1.0000000000,74724.0000000000
74725,1.0000000000,74725.0000000000
74726,1.0000000000,74726.0000000000
74727,1.0000000000,74727.0000000000
74728,1.0000000000,74728.0000000000
74729,0.9807084275,73287.3600780244
74730,0.9346642082,69847.4562762411
74731,0.8973761739,67061.8188553111
74732,0.8769999288,65539.9586753459
74733,0.8779922175,65614.9923888881
74734,0.9001362073,67270.7793155018
74735,0.9385889432,70145.4446696704
74736,0.9849405881,73610.5197888896
74737,1.0000000000,74737.0000000000
74738,1.0000000000,74738.0000000000
74739,1.0000000000,74739.0000000000
74740,1.0000000000,74740.0000000000
74741,1.0000000000,74741.0000000000
74742,0.9952519237,74387.1192775994
74743,0.9485067215,70894.2378873664
74744,0.9074933213,67829.6808070555
74745,0.8811818930,65863.9405901609
74746,0.8753271401,65427.2024112874
74747,0.8912097304,66615.2537148331
74748,0.9253562365,69168.5279628798
74749,0.9702988263,72528.8669672885
74750,1.0000000000,74750.0000000000
74751,1.0000000000,74751.0000000000
74752,1.0000000000,74752.0000000000
74753,1.0000000000,74753.0000000000
74754,1.0000000000,74754.0000000000
74755,1.0000000000,74755.0000000000
74756,0.9629203253,71984.0718345281
74757,0.9190617871,68706.3020178860
74758,0.8873781089,66338.6126653898
74759,0.8747987734,65399.0815012719
74760,0.8840750922,66093.4538916965
74761,0.9131785208,68270.1393916710
74762,0.9557443340,71453.3578985133
74763,1.0000000000,74763.0000000000
74764,1.0000000000,74764.0000000000
74765,1.0000000000,74765.0000000000
74766,1.0000000000,74766.0000000000
74767,1.0000000000,74767.0000000000
74768,1.0000000000,74768.0000000000
74769,0.9775959226,73093.8695404911
74770,0.9318351408,69673.3134812062
74771,0.8954587298,66954.3446846359
74772,0.8764222849,65531.8470876839
74773,0.8788891928,65717.1816159170
74774,0.9023201454,67470.0865528519
74775,0.9415911154,70407.4756570610
74776,0.9881139823,73887.2111385238
74777,1.0000000000,74777.0000000000
74778,1.0000000000,74778.0000000000
74779,1.0000000000,74779.0000000000
74780,1.0000000000,74780.0000000000
74781,1.0000000000,74781.0000000000
74782,0.9922179333,74200.0414858516
74783,0.9455403089,70710.3409177223
74784,0.9052529274,67698.4349204438
74785,0.8801664816,65823.2503253580
74786,0.8757673319,65495.1356850286
74787,0.8930177202,66786.1162394698
74788,0.9281453686,69414.1358299106
74789,0.9734684660,72804.7331053145
74790,1.0000000000,74790.0000000000
74791,1.0000000000,74791.0000000000
74792,1.0000000000,74792.0000000000
74793,1.0000000000,74793.0000000000
74794,1.0000000000,74794.0000000000
74795,1.0000000000,74795.0000000000
74796,0.9598833684,71795.4364257322
74797,0.9165524249,68555.3717248621
74798,0.8859543080,66267.6103299177
74799,0.8747805614,65432.7112141195
74800,0.8854749009,66233.5225860360
74801,0.9156988429,68495.1891484016
74802,0.9588431238,71723.3833491491
74803,1.0000000000,74803.0000000000
74804,1.0000000000,74804.0000000000
74805,1.0000000000,74805.0000000000
74806,1.0000000000,74806.0000000000
74807,1.0000000000,74807.0000000000
74808,1.0000000000,74808.0000000000
74809,0.9745558210,72905.5464107578
74810,0.9291158568,69507.1572507788
74811,0.8936643384,66855.9228166425
74812,0.8759539824,65531.8693342683
74813,0.8798578619,65824.8062228661
74814,0.9045224766,67670.9445607441
74815,0.9445544265,70666.8394150061
74816,0.9911998552,74157.6083672956
74817,1.0000000000,74817.0000000000
74818,1.0000000000,74818.0000000000
74819,1.0000000000,74819.0000000000
74820,1.0000000000,74820.0000000000
74821,1.0000000000,74821.0000000000
74822,0.9892412110,74017.0058904433
74823,0.9426738661,70533.6866839690
74824,0.9031332361,67576.0412593704
74825,0.8792660283,65791.0805652201
74826,0.8762915583,65569.3921440965
74827,0.8948604542,66959.7232069567
74828,0.9309124129,69658.3140302316
74829,0.9765641046,73075.3153857292
74830,1.0000000000,74830.0000000000
74831,1.0000000000,74831.0000000000
74832,1.0000000000,74832.0000000000
74833,1.0000000000,74833.0000000000
74834,1.0000000000,74834.0000000000
74835,1.0000000000,74835.0000000000
74836,0.9569348324,71613.1751140969
74837,0.9141591338,68412.9270972507
74838,0.8846487554,66205.3435542295
74839,0.8748568631,65473.4127777824
74840,0.8869248151,66377.4531645134
74841,0.9182139480,68720.0500818360
74842,0.9618825947,71989.2171542836
74843,1.0000000000,74843.0000000000
74844,1.0000000000,74844.0000000000
74845,1.0000000000,74845.0000000000
74846,1.0000000000,74846.0000000000
74847,1.0000000000,74847.0000000000
74848,1.0000000000,74848.0000000000
74849,0.9715911111,72722.6230774074
74850,0.9265058650,69348.9639933744
74851,0.8919891417,66766.2792481622
74852,0.8755886466,65539.5613775134
74853,0.8808907328,65937.3140197311
74854,0.9067362334,67872.8340149414
74855,0.9474739579,70923.1631172059
74856,0.9941964108,74421.5665294429
74857,1.0000000000,74857.0000000000
74858,1.0000000000,74858.0000000000
74859,1.0000000000,74859.0000000000
74860,1.0000000000,74860.0000000000
74861,1.0000000000,74861.0000000000
74862,0.9863256512,73838.3109016349
74863,0.9399079615,70364.3297187957
74864,0.9011313706,67462.2989269812
74865,0.8784748462,65767.0193641314
74866,0.8768925721,65649.4393033898
74867,0.8967307137,67135.5383449504
74868,0.9336517591,69900.6399003304
74869,0.9795829662,73340.3970951701
74870,1.0000000000,74870.0000000000
74871,1.0000000000,74871.0000000000
74872,1.0000000000,74872.0000000000
74873,1.0000000000,74873.0000000000
74874,1.0000000000,74874.0000000000
74875,1.0000000000,74875.0000000000
74876,0.9540763120,71437.4179340259
74877,0.9118800554,68278.8429062383
74878,0.8834565515,66151.4596625860
74879,0.8750208153,65520.6836284781
74880,0.8884175136,66524.7034208300
74881,0.9207176599,68944.2590910950
74882,0.9648590658,72250.5765626330
74883,1.0000000000,74883.0000000000
74884,1.0000000000,74884.0000000000
74885,1.0000000000,74885.0000000000
74886,1.0000000000,74886.0000000000
74887,1.0000000000,74887.0000000000
74888,1.0000000000,74888.0000000000
74889,0.9687043624,72545.3009973405
74890,0.9240043418,69198.6851548068
74891,0.8904291095,66685.1264385024
74892,0.8753199275,65554.4600083563
74893,0.8819805295,66054.1677981059
74894,0.9089548083,68075.2614123942
74895,0.9503452155,71176.1049169662
74896,0.9971022487,74678.9700185998
74897,1.0000000000,74897.0000000000
74898,1.0000000000,74898.0000000000
74899,1.0000000000,74899.0000000000
74900,1.0000000000,74900.0000000000
74901,1.0000000000,74901.0000000000
74902,0.9834747265,73664.2239672700
74903,0.9372428020,70202.2975991467
74904,0.8992442323,67356.9899747864
74905,0.8777872150,65750.6513428220
74906,0.8775632871,65734.7555846285
74907,0.8986216002,67313.0482070957
74908,0.9363582060,70140.7204949886
74909,0.9825226822,73599.7916041851
74910,1.0000000000,74910.0000000000
74911,1.0000000000,74911.0000000000
74912,1.0000000000,74912.0000000000
74913,1.0000000000,74913.0000000000
74914,1.0000000000,74914.0000000000
74915,0.9980660644,74770.1192146871
74916,0.9513090199,71268.2665379728
74917,0.9097130662,68152.9737793443
74918,0.8823727071,66105.5984689428
74919,0.8752656595,65574.0279433348
74920,0.8899459508,66674.7506326395
74921,0.9232041885,69167.3810056246
74922,0.9677692675,72507.2090610856
74923,1.0000000000,74923.0000000000
74924,1.0000000000,74924.0000000000
74925,1.0000000000,74925.0000000000
74926,1.0000000000,74926.0000000000
74927,1.0000000000,74927.0000000000
74928,1.0000000000,74928.0000000000
74929,0.9658977485,72373.7523958690
74930,0.9216101617,69056.2494133598
74931,0.8889800686,66612.1655173668
74932,0.8751415228,65576.1045831836
74933,0.8831202036,66174.8462173097
74934,0.9111719502,68277.7589142869
74935,0.9531641127,71425.3527838844
74936,0.9999163373,74929.7306551943
74937,1.0000000000,74937.0000000000
74938,1.0000000000,74938.0000000000
74939,1.0000000000,74939.0000000000
74940,1.0000000000,74940.0000000000
74941,1.0000000000,74941.0000000000
74942,0.9806915085,73494.9830312821
74943,0.9346782624,70047.5930160887
74944,0.8974685315,67259.8816281587
74945,0.8771974059,65741.5595819676
74946,0.8782967932,65824.8314636839
74947,0.9005265364,67491.7623247091
74948,0.9390269482,70378.1917113739
74949,0.9853812680,73853.3406586019
74950,1.0000000000,74950.0000000000
74951,1.0000000000,74951.0000000000
74952,1.0000000000,74952.0000000000
74953,1.0000000000,74953.0000000000
74954,1.0000000000,74954.0000000000
74955,0.9953674873,74607.7700084866
74956,0.9486338132,71105.7961042476
74957,0.9076558080,68035.1564005983
74958,0.8813921701,66067.3942872432
74959,0.8755847599,65632.9580204834
74960,0.8915033619,66827.0920102037
74961,0.9256681208,69389.0080056824
74962,0.9706103212,72758.8908972494
74963,1.0000000000,74963.0000000000
74964,1.0000000000,74964.0000000000
74965,1.0000000000,74965.0000000000
74966,1.0000000000,74966.0000000000
74967,1.0000000000,74967.0000000000
74968,1.0000000000,74968.0000000000
74969,0.9631730713,72208.1219815350
74970,0.9193219263,68921.5648145341
74971,0.8876377315,66547.0883712243
74972,0.8750471990,65604.0386046298
74973,0.8843029429,66298.8445344759
74974,0.9133817599,68479.8840670450
74975,0.9559269527,71670.6232790877
74976,1.0000000000,74976.0000000000
74977,1.0000000000,74977.0000000000
74978,1.0000000000,74978.0000000000
74979,1.0000000000,74979.0000000000
74980,1.0000000000,74980.0000000000
74981,1.0000000000,74981.0000000000
74982,0.9779786886,73330.7980276741
74983,0.9322139125,69900.1958046759
74984,0.8958008163,67170.7284069729
74985,0.8766997049,65739.3273685944
74986,0.8790863689,65919.1704607585
74987,0.9024392658,67671.2132249168
74988,0.9416535624,70612.7173337729
74989,0.9881570985,74100.9126617713
74990,1.0000000000,74990.0000000000
74991,1.0000000000,74991.0000000000
74992,1.0000000000,74992.0000000000
74993,1.0000000000,74993.0000000000
74994,1.0000000000,74994.0000000000
74995,0.9927266255,74449.5332763061
74996,0.9460512191,70950.0572270306
74997,0.9057057166,67925.2116252891
74998,0.8805098510,66036.4778064093
74999,0.8759716197,65696.9955040016
75000,0.8930832667,66981.2450043852
75001,0.9281044112,69608.7589481478
75002,0.9733797175,73005.4255717764
75003,1.0000000000,75003.0000000000
75004,1.0000000000,75004.0000000000
75005,1.0000000000,75005.0000000000
75006,1.0000000000,75006.0000000000
75007,1.0000000000,75007.0000000000
75008,1.0000000000,75008.0000000000
75009,0.9605317850,72048.5286643957
75010,0.9171379928,68794.5208395230
75011,0.8863977231,66489.5796077683
75012,0.8750308104,65637.8111520617
75013,0.8855221787,66425.6751886019
75014,0.9155786842,68681.2194140699
75015,0.9586304110,71911.6602813029
75016,1.0000000000,75016.0000000000
75017,1.0000000000,75017.0000000000
75018,1.0000000000,75018.0000000000
75019,1.0000000000,75019.0000000000
75020,1.0000000000,75020.0000000000
75021,1.0000000000,75021.0000000000
75022,0.9753385993,73171.8523986361
75023,0.9298490453,69760.0649283931
75024,0.8942374992,67089.2741404019
75025,0.8762884345,65743.5397996834
75026,0.8799254923,66017.2899826300
75027,0.9043538503,67850.9563285995
75028,0.9442339928,70843.9880114882
75029,0.9908488845,74342.4009581975
75030,1.0000000000,75030.0000000000
75031,1.0000000000,75031.0000000000
75032,1.0000000000,75032.0000000000
75033,1.0000000000,75033.0000000000
75034,1.0000000000,75034.0000000000
75035,0.9901466245,74295.6519685622
75036,0.9435614609,70801.0777814545
75037,0.9038600491,67822.9465050675
75038,0.8797206460,66012.4778321337
75039,0.8764198945,65765.6724615458
75040,0.8946794708,67136.7474852609
75041,0.9305083702,69826.2786085567
75042,0.9760752953,73246.6423125574
75043,1.0000000000,75043.0000000000
75044,1.0000000000,75044.0000000000
75045,1.0000000000,75045.0000000000
75046,1.0000000000,75046.0000000000
75047,1.0000000000,75047.0000000000
75048,1.0000000000,75048.0000000000
75049,0.9579750199,71895.0672683193
75050,0.9150565010,68674.9904020817
75051,0.8852556048,66439.3183995631
75052,0.8750863157,65676.9781681194
75053,0.8867715914,66554.8682494746
75054,0.9177575081,68881.3720099403
75055,0.9612715166,72148.2336753167
75056,1.0000000000,75056.0000000000
75057,1.0000000000,75057.0000000000
75058,1.0000000000,75058.0000000000
75059,1.0000000000,75059.0000000000
75060,1.0000000000,75060.0000000000
75061,1.0000000000,75061.0000000000
75062,0.9727732358,73018.3046261623
75063,0.9275827027,69627.1404107445
75064,0.8927748838,67015.2538744077
75065,0.8759579731,65753.7852478903
75066,0.8808078494,66118.7220261620
75067,0.9062646668,68030.5697394728
75068,0.9467645359,71071.7201812674
75069,0.9934556492,74577.7221270780
75070,1.0000000000,75070.0000000000
75071,1.0000000000,75071.0000000000
75072,1.0000000000,75072.0000000000
75073,1.0000000000,75073.0000000000
75074,1.0000000000,75074.0000000000
75075,0.9876302857,74146.3436960785
75076,0.9411644834,70658.8647540165
75077,0.9021159106,67728.1562212993
75078,0.8790194584,65995.0228991103
75079,0.8769234050,65838.5323227028
75080,0.8962860656,67293.1578026447
75081,0.9328756523,70041.2368522967
75082,0.9786952204,73482.3945398154
75083,1.0000000000,75083.0000000000
75084,1.0000000000,75084.0000000000
75085,1.0000000000,75085.0000000000
75086,1.0000000000,75086.0000000000
75087,1.0000000000,75087.0000000000
75088,1.0000000000,75088.0000000000
75089,0.9555036054,71747.8102289391
75090,0.9130753998,68562.8317702282
75091,0.8842068984,66395.9802079553
75092,0.8752077932,65721.1036079460
75093,0.8880451139,66685.9717414685
75094,0.9199133466,69079.9728497778
75095,0.9638476332,72380.1380134016
75096,1.0000000000,75096.0000000000
75097,1.0000000000,75097.0000000000
75098,1.0000000000,75098.0000000000
75099,1.0000000000,75099.0000000000
75100,1.0000000000,75100.0000000000
75101,1.0000000000,75101.0000000000
75102,0.9702842770,72870.2897678982
75103,0.9254137013,69501.3452086480
75104,0.8914091882,66948.3956718294
75105,0.8757027720,65769.6566941655
75106,0.8817273421,66223.0137525429
75107,0.9081664017,68209.6539353930
75108,0.9492418244,71295.6549451839
75109,0.9959767045,74806.8142948158
75110,1.0000000000,75110.0000000000
75111,1.0000000000,75111.0000000000
75112,1.0000000000,75112.0000000000
75113,1.0000000000,75113.0000000000
75114,1.0000000000,75114.0000000000
75115,0.9851800849,74001.8020789325
75116,0.9388599770,70523.4060336195
75117,0.9004702787,67640.6259249759
75118,0.8784012188,65983.7427570025
75119,0.8774761470,65915.1306862830
75120,0.8978974273,67450.0547389496
75121,0.9352022437,70253.3277455421
75122,0.9812379640,73712.5583310658
75123,1.0000000000,75123.0000000000
75124,1.0000000000,75124.0000000000
75125,1.0000000000,75125.0000000000
75126,1.0000000000,75126.0000000000
75127,1.0000000000,75127.0000000000
75128,0.9998611972,75117.5720247699
75129,0.9531180938,71606.8092695341
75130,0.9111924718,68457.8904098532
75131,0.8832471069,66359.2383901205
75132,0.8753894540,65769.7604580603
75133,0.8893369339,66818.5518523539
75134,0.9220416353,69276.6762241480
75135,0.9663564405,72607.1911588822
75136,1.0000000000,75136.0000000000
75137,1.0000000000,75137.0000000000
75138,1.0000000000,75138.0000000000
75139,1.0000000000,75139.0000000000
75140,1.0000000000,75140.0000000000
75141,1.0000000000,75141.0000000000
75142,0.9678731068,72727.9209887517
75143,0.9233406575,69382.5870239256
75144,0.8901365685,66888.4223063301
75145,0.8755173722,65790.7529332968
75146,0.8826780925,66329.7279415561
75147,0.9100540457,68387.8313734561
75148,0.9516628109,71515.5569151236
75149,0.9984116285,75029.6354726402
75150,1.0000000000,75150.0000000000
75151,1.0000000000,75151.0000000000
75152,1.0000000000,75152.0000000000
75153,1.0000000000,75153.0000000000
75154,1.0000000000,75154.0000000000
75155,0.9827981918,73862.1981074562
75156,0.9366474022,70394.6721569240
75157,0.8989200272,67560.1324829385
75158,0.8778609028,65978.2697345966
75159,0.8780723001,65995.0360047866
75160,0.8995082140,67607.0373656887
75161,0.9374844483,70462.2686164610
75162,0.9837022817,73937.0308949547
75163,1.0000000000,75163.0000000000
75164,1.0000000000,75164.0000000000
75165,1.0000000000,75165.0000000000
75166,1.0000000000,75166.0000000000
75167,1.0000000000,75167.0000000000
75168,0.9975618759,74984.7310884927
75169,0.9508187823,71472.0970482263
75170,0.9094053578,68360.0007474311
75171,0.8823717350,66328.7656914982
75172,0.8756256536,65822.5316320348
75173,0.8906414941,66952.1930373692
75174,0.9241381197,69471.1590099565
75175,0.9687959152,72829.2329218068
75176,1.0000000000,75176.0000000000
75177,1.0000000000,75177.0000000000
75178,1.0000000000,75178.0000000000
75179,1.0000000000,75179.0000000000
75180,1.0000000000,75180.0000000000
75181,1.0000000000,75181.0000000000
75182,0.9655408353,72591.2910805603
75183,0.9213620107,69270.7600488092
75184,0.8889531396,66835.0528509658
75185,0.8753964176,65816.6796580832
75186,0.8836544481,66438.4433347441
75187,0.9119228859,68564.7460187502
75188,0.9540247517,71731.2130315923
75189,1.0000000000,75189.0000000000
75190,1.0000000000,75190.0000000000
75191,1.0000000000,75191.0000000000
75192,1.0000000000,75192.0000000000
75193,1.0000000000,75193.0000000000
75194,1.0000000000,75194.0000000000
75195,0.9804864886,73727.6815090274
75196,0.9345260121,70272.6180028428
75197,0.8974619483,67486.4461290176
75198,0.8773935475,65978.2399867249
75199,0.8787062348,66077.8301543067
75200,0.9011133619,67763.7248130874
75201,0.9397188744,70667.7990765998
75202,0.9860871926,74155.7290597940
75203,1.0000000000,75203.0000000000
75204,1.0000000000,75204.0000000000
75205,1.0000000000,75205.0000000000
75206,1.0000000000,75206.0000000000
75207,1.0000000000,75207.0000000000
75208,0.9953228145,74856.2382335611
75209,0.9486057356,71343.6887703041
75210,0.9077115789,68268.9878511235
75211,0.8815763070,66304.2356270071
75212,0.8759109019,65879.0107502349
75213,0.8919534925,67086.4980278632
75214,0.9261988447,69663.1199079117
75215,0.9711643115,73046.1236929558
75216,1.0000000000,75216.0000000000
75217,1.0000000000,75217.0000000000
75218,1.0000000000,75218.0000000000
75219,1.0000000000,75219.0000000000
75220,1.0000000000,75220.0000000000
75221,1.0000000000,75221.0000000000
75222,0.9632883194,72460.4739631489
75223,0.9194760465,69165.7466427709
75224,0.8878549953,66788.0041636145
75225,0.8753346684,65847.0504283559
75226,0.8846509834,66548.7548771507
75227,0.9137684981,68740.0628070304
75228,0.9563251896,71942.4313667252
75229,1.0000000000,75229.0000000000
75230,1.0000000000,75230.0000000000
75231,1.0000000000,75231.0000000000
75232,1.0000000000,75232.0000000000
75233,1.0000000000,75233.0000000000
75234,1.0000000000,75234.0000000000
75235,0.9782465888,73598.3821104717
75236,0.9324948752,70157.1844331361
75237,0.8960927738,67419.3320223800
75238,0.8769942666,65983.2946287976
75239,0.8793725182,66163.1088983479
75240,0.9027080803,67919.7559625578
75241,0.9419024204,70869.6800114217
75242,0.9883919591,74368.5877848000
75243,1.0000000000,75243.0000000000
